txnAmt,status,payer_vpa,payee_vpa,ip_address,hour,date,transaction_type_encoded,transaction_frequency
7169,0,5,31,11.135,20,64,2,1
3271,1,32,15,190.22,5,65,2,1
13993,1,23,19,27.245,12,61,2,3
7369,1,32,9,83.156,16,68,1,1
1101,1,4,8,130.145,12,67,2,4
17938,0,75,25,168.82,14,60,0,1
1800,1,97,12,106.225,18,60,2,2
8688,1,6,17,148.232,4,69,1,1
7847,1,74,33,177.182,9,61,2,2
9614,1,27,6,22.158,22,61,2,1
17684,0,16,22,224.93,0,65,0,3
4321,1,51,18,141.65,15,69,0,1
4435,0,29,30,242.179,16,61,2,1
5935,1,34,2,249.14,1,63,1,1
12804,1,97,29,182.222,9,68,0,2
6051,0,52,1,108.24,15,66,0,1
7237,1,82,23,225.126,11,60,0,1
2139,1,81,33,34.24,5,67,0,1
4236,1,64,26,175.134,8,68,2,1
5485,1,65,5,134.21,13,69,2,2
9573,1,13,15,116.54,1,60,0,1
8241,0,69,9,230.1,2,68,2,1
18314,0,94,9,247.54,9,67,2,2
9183,1,76,29,207.102,3,68,0,3
1521,1,79,5,157.179,10,63,2,3
14507,1,33,30,235.11,20,63,2,1
9097,0,60,26,50.41,6,66,1,1
9002,1,52,14,62.249,4,61,0,1
10035,0,9,9,15.151,18,60,2,1
5472,1,97,12,164.179,1,60,0,2
17552,0,55,29,142.31,9,66,0,1
544,1,4,20,238.4,14,69,2,1
2455,1,45,17,204.9,11,64,2,1
9542,1,25,28,234.201,13,60,2,1
5219,0,15,23,114.33,1,68,0,3
10960,1,12,10,75.67,19,61,2,1
9285,1,86,23,244.139,19,68,2,1
11626,1,4,11,204.222,9,68,2,1
6499,1,6,7,191.212,16,60,1,1
12018,1,62,13,136.6,21,67,2,1
15735,0,92,9,117.58,6,66,1,1
5130,1,10,5,56.84,23,66,0,1
13189,1,2,13,3.243,22,62,0,2
9513,1,16,24,165.13,2,63,0,1
2405,1,79,7,80.202,6,64,1,2
9726,0,27,14,177.105,0,63,2,1
12770,1,59,21,250.23,3,66,1,1
1480,1,11,1,99.157,23,64,2,1
7396,1,24,17,1.94,18,61,1,1
11916,0,31,22,64.21,0,65,1,1
11737,1,81,18,135.176,12,64,1,1
12539,1,3,33,4.135,13,60,1,3
8210,1,27,17,232.21,3,65,1,1
7469,1,48,4,144.34,2,60,0,1
11836,1,45,1,86.132,23,63,2,1
11983,1,13,8,214.16,8,66,0,2
8022,1,13,4,138.127,4,66,2,1
2810,1,37,2,196.249,7,63,0,2
17952,0,4,12,153.231,7,61,2,2
15108,0,7,25,20.128,2,68,0,2
3087,1,35,13,251.164,19,68,2,1
9909,1,48,7,12.154,23,68,0,1
10963,1,23,2,238.23,16,61,1,1
405,1,42,10,122.142,1,69,1,2
6599,0,76,12,190.203,16,61,2,2
6017,1,19,30,253.224,0,63,1,1
1145,0,83,12,37.41,16,61,1,1
4380,0,10,32,120.173,21,62,1,1
4947,1,70,21,182.136,2,68,0,1
4842,1,90,16,217.198,14,67,0,1
2457,1,100,11,87.113,10,64,0,2
14777,1,16,1,247.187,8,67,1,1
7084,1,48,27,236.156,1,61,2,1
8540,1,23,18,159.91,19,64,1,1
16948,0,54,30,202.62,13,63,0,2
11528,1,29,7,76.42,5,68,2,1
12945,0,90,32,162.227,3,67,0,1
1999,1,38,24,179.97,15,62,0,1
635,1,37,11,183.48,11,66,0,1
1437,1,96,2,170.139,20,67,0,1
3143,1,29,24,94.45,10,61,1,1
1984,1,1,5,74.71,4,65,0,1
13857,1,81,3,116.4,12,60,0,1
8041,1,98,19,84.235,8,61,1,1
13958,0,62,28,158.127,5,69,2,1
12245,0,14,24,8.164,21,61,2,1
6081,1,39,2,81.167,10,67,0,1
13979,1,70,13,11.82,20,63,2,1
1781,0,93,12,79.161,10,68,2,1
11691,1,55,15,40.83,11,67,1,3
14096,1,21,32,190.18,12,62,0,1
6166,1,33,1,242.133,4,63,0,1
6513,0,97,18,54.32,13,66,1,1
14699,1,34,22,226.75,12,66,0,2
1554,0,51,22,121.128,10,66,0,1
3897,1,57,19,221.45,0,63,2,1
8166,1,34,2,145.253,0,68,2,2
10755,1,38,18,215.46,5,61,0,1
6200,0,78,9,5.39,23,65,1,1
7677,1,75,25,174.244,15,62,1,1
9387,1,10,2,51.46,23,64,1,1
7213,0,52,8,129.11,9,68,1,1
12075,1,6,13,217.43,13,68,1,1
4197,1,29,30,10.198,13,69,2,2
11192,1,16,2,17.248,6,69,0,1
14841,1,71,11,134.8,1,69,2,1
11712,0,28,15,187.75,1,65,1,2
14541,1,28,17,4.166,5,60,1,1
1046,1,68,26,51.39,22,69,1,1
5972,1,53,25,166.52,12,64,1,1
17845,0,31,22,82.15,15,63,0,1
4852,1,56,7,167.22,2,68,2,1
16727,0,44,17,113.4,0,62,1,2
5226,1,71,27,93.96,19,62,1,1
2394,1,16,30,200.66,17,63,0,2
4239,1,30,24,119.124,5,61,1,3
8716,1,84,26,10.191,11,68,2,2
14553,1,50,23,230.211,19,63,1,1
13372,1,27,30,93.94,16,62,2,1
9604,0,26,25,82.39,2,63,2,1
15201,0,81,31,53.58,18,63,1,1
11464,1,91,4,244.107,6,61,2,1
1589,0,14,7,146.87,12,61,2,2
7108,1,4,33,170.113,21,62,2,1
10610,1,11,16,52.144,0,65,0,1
6716,1,58,2,108.63,15,67,2,2
19624,0,81,13,181.56,0,68,2,2
7122,1,42,21,29.113,14,68,2,1
11867,1,99,12,135.97,13,65,2,1
6508,1,64,32,156.223,17,65,1,3
17717,0,91,13,132.75,1,63,2,2
9899,1,69,33,34.134,0,60,1,1
4697,0,70,22,47.117,11,62,1,1
19645,0,24,14,69.207,5,65,2,3
13736,1,9,11,226.235,20,68,0,1
909,1,89,28,181.214,18,67,1,2
14405,1,93,2,158.13,3,61,2,2
2721,1,84,22,92.42,13,60,2,2
4094,0,76,24,107.59,22,69,1,1
1985,1,5,3,30.33,3,61,1,1
3897,1,75,31,156.51,4,66,0,1
1240,1,67,25,95.241,5,61,2,1
6022,1,8,21,89.77,12,63,0,2
3618,0,81,28,115.179,7,60,1,1
623,1,38,25,217.72,13,63,2,1
18126,0,68,11,118.65,8,68,1,3
2736,1,3,5,89.16,19,68,1,2
2282,1,72,2,248.2,22,68,0,1
13788,1,100,29,245.23,5,61,1,1
6080,1,37,1,11.61,4,65,2,1
10718,0,93,1,211.204,22,65,0,1
11980,1,66,14,104.24,12,67,0,1
6970,0,46,18,13.204,7,62,2,1
7413,1,6,29,58.203,1,67,0,1
5511,1,67,27,108.209,22,66,0,2
7384,1,49,18,26.249,9,60,1,1
7244,0,73,30,196.5,8,60,0,1
9126,0,39,24,55.88,12,61,2,2
14806,0,48,28,14.65,16,60,1,1
2979,0,8,2,120.235,3,66,2,1
18612,0,100,5,145.16,4,60,2,1
7364,1,73,29,49.199,7,62,0,1
8333,1,36,31,215.132,16,66,2,1
1396,1,51,33,192.8,2,61,2,1
14583,1,23,5,175.242,12,66,2,1
2514,1,40,19,207.152,12,63,0,1
1725,1,98,30,122.144,12,69,2,1
9243,1,90,20,139.211,2,60,2,1
8956,0,54,32,202.44,21,60,0,2
13914,1,93,2,233.4,19,67,1,1
11952,1,3,10,54.2,22,61,0,1
5539,0,72,3,103.82,12,62,2,2
4941,1,17,33,145.227,4,66,1,1
14892,1,44,13,225.217,11,66,1,2
3343,0,19,32,159.115,4,61,0,1
16205,0,10,19,152.165,2,67,2,1
3398,0,79,25,40.1,14,64,0,2
14012,1,39,1,102.54,23,67,1,2
7010,1,1,24,223.25,10,62,1,2
12813,1,65,8,239.171,22,69,0,2
13993,1,49,5,2.248,18,66,0,1
9487,1,41,33,243.212,12,67,2,1
13131,1,45,8,14.112,1,62,0,4
14856,1,29,27,42.146,12,61,1,2
4646,1,62,24,4.112,2,64,2,1
3711,1,3,32,21.147,8,60,0,1
13946,1,19,7,161.197,9,68,0,1
1116,1,81,22,98.216,9,61,2,1
13076,1,68,29,37.174,15,63,1,1
4599,0,46,23,207.96,13,69,1,1
19175,0,73,24,185.94,23,61,0,1
12441,0,26,24,13.189,15,68,2,1
9941,1,45,10,195.43,2,66,2,1
10848,1,18,28,56.177,10,67,2,1
6379,1,16,1,212.253,11,61,0,1
1487,0,2,29,107.189,2,66,2,1
1435,1,33,25,102.22,19,66,2,1
7867,0,18,13,22.241,11,60,1,1
9055,0,30,33,207.151,15,64,2,1
6470,0,96,33,243.43,7,68,2,2
6680,1,9,12,213.23,4,65,1,1
4731,0,65,21,118.152,9,61,1,2
8540,1,21,30,197.136,0,65,2,1
8516,1,56,10,10.19,13,64,1,3
3734,0,35,30,68.211,17,64,1,1
9727,1,57,27,128.48,0,68,0,1
3109,1,31,17,47.202,8,61,0,1
4901,1,26,18,238.219,20,64,0,1
8541,0,91,6,138.63,6,67,1,1
2295,1,47,16,98.97,7,61,1,1
10693,1,21,18,154.12,19,69,1,1
15902,0,33,27,175.148,3,62,1,2
9248,1,56,5,63.222,21,60,1,2
10294,1,8,15,189.83,23,69,0,3
11664,0,48,25,225.47,5,65,0,1
5411,1,95,4,228.115,4,66,2,2
11583,0,82,20,38.25,11,66,1,1
6117,1,85,30,170.157,1,66,2,1
15732,0,46,16,121.62,9,66,1,1
9265,1,62,30,45.25,10,68,0,1
5403,1,10,1,67.19,14,65,1,1
7185,1,65,24,68.107,3,65,1,1
3344,1,3,27,162.222,18,62,0,3
1439,1,20,25,102.242,18,61,2,2
5743,0,92,27,171.16,6,61,1,1
8532,1,72,10,53.248,20,65,1,4
14821,1,62,32,169.15,9,60,0,1
2040,1,50,19,71.75,15,60,1,2
6874,0,33,27,91.96,19,60,0,1
8650,1,56,23,154.215,21,65,2,2
3269,1,33,7,103.151,3,65,1,2
1532,0,28,23,15.185,19,61,0,1
856,1,40,17,121.202,16,67,2,1
9700,1,39,3,109.204,13,60,1,1
12804,0,62,3,138.32,23,69,1,1
13988,1,70,31,225.62,8,62,1,1
6688,1,59,13,144.242,0,66,0,1
13202,0,20,28,45.88,14,66,2,1
4836,1,97,29,126.219,22,66,0,1
11616,0,91,18,137.85,8,60,2,2
9380,1,65,33,43.18,0,69,2,1
8136,0,55,12,155.33,22,60,2,2
6606,1,53,12,156.42,23,65,1,1
9137,0,59,23,223.233,11,66,0,1
18319,0,98,21,118.25,20,65,0,1
11304,1,27,5,0.138,14,60,1,1
1676,1,32,32,242.46,14,61,1,1
6449,1,20,23,129.136,12,67,1,1
4821,1,40,17,72.35,1,62,1,1
5062,1,10,10,30.165,21,62,0,1
2455,1,34,7,241.107,9,66,1,1
13704,1,89,25,80.58,20,68,1,2
9202,1,99,31,67.26,9,63,2,1
14989,0,41,32,155.8,14,60,1,1
1421,1,63,23,55.162,0,61,0,1
13367,1,40,16,46.28,14,65,2,1
16430,0,77,5,118.58,5,60,0,1
16208,0,61,16,152.195,16,62,1,2
3075,1,59,10,94.71,11,61,2,2
19010,0,90,21,62.89,1,69,0,2
11862,1,42,30,135.98,2,61,2,1
2848,0,57,33,89.185,11,61,2,1
1662,1,77,20,37.29,13,61,0,2
13531,1,32,28,234.65,10,69,0,1
11170,1,18,27,142.55,16,68,2,1
17644,0,1,27,243.4,8,63,0,1
14715,1,15,31,16.25,23,69,2,1
17827,0,20,20,253.241,6,68,0,1
10167,1,57,27,249.48,14,67,1,2
9961,1,23,5,45.32,21,68,1,1
6057,0,38,8,133.228,2,67,2,1
12231,1,70,5,153.153,21,69,2,2
6845,0,6,11,96.208,1,61,2,1
1025,1,65,30,226.12,2,68,2,1
2377,0,97,12,179.16,9,69,1,2
5516,1,86,16,141.59,14,60,2,1
8794,1,91,23,157.221,7,69,0,1
6896,0,100,29,252.164,15,60,0,1
6121,1,67,29,232.26,12,63,1,1
4277,1,15,23,36.8,5,68,2,3
746,1,45,9,109.24,12,69,1,1
12572,0,56,11,200.188,10,66,1,1
12380,0,26,31,148.127,15,61,2,2
2780,1,99,12,93.226,21,69,1,1
11637,1,54,7,32.158,19,60,1,2
12697,1,37,27,121.235,3,62,2,2
3729,0,32,7,157.44,7,65,0,3
11190,1,54,5,121.82,1,65,0,1
10102,1,67,23,177.82,0,66,2,1
173,1,78,30,90.54,6,69,2,1
14771,0,69,5,47.52,3,60,1,1
4974,1,64,32,116.231,17,65,0,3
2867,1,44,19,75.225,20,63,2,1
1059,1,96,12,52.163,19,63,1,2
12089,0,90,33,147.75,1,68,1,1
16916,0,71,9,137.9,23,68,1,3
4409,0,10,25,168.25,7,61,0,1
1575,0,68,14,31.203,7,69,1,2
9301,1,78,13,229.55,22,69,2,1
10196,0,4,13,198.17,1,61,0,1
4646,1,1,23,11.203,21,68,0,1
5370,1,13,26,125.83,19,61,0,1
4637,1,41,13,252.14,2,65,0,1
8388,1,68,26,204.24,2,64,2,1
7999,1,13,18,86.171,6,65,2,2
8828,1,16,6,36.146,0,69,1,1
9149,1,84,1,54.218,0,61,2,1
12669,0,48,31,184.41,17,61,1,2
6303,1,82,12,236.1,5,65,2,3
14237,1,80,20,198.57,3,61,0,1
2501,1,82,23,223.243,10,67,1,1
2776,1,39,23,71.99,11,69,1,2
14257,1,78,19,60.145,2,68,1,1
16900,0,18,27,58.196,12,65,1,1
13204,1,9,8,104.127,13,69,2,1
8875,1,23,4,210.2,15,64,1,1
14531,0,45,8,176.3,5,62,2,4
18125,0,52,19,86.234,20,66,0,1
6593,1,96,26,97.128,3,69,0,1
107,1,74,12,243.78,14,61,1,2
10303,1,6,5,81.182,22,61,2,1
7932,1,13,32,225.194,20,68,1,1
16167,0,54,13,217.181,20,68,1,1
2455,1,60,30,110.141,21,65,0,3
10630,1,12,29,199.102,11,60,0,2
15475,0,46,22,83.217,19,62,1,1
8116,0,74,28,168.95,15,61,0,2
5669,1,44,4,247.171,22,63,0,1
5851,1,29,15,18.6,7,69,1,1
9736,1,53,25,115.49,10,62,0,1
4987,1,22,17,239.35,8,66,1,1
5437,1,32,3,33.174,7,64,2,1
2749,0,2,7,209.81,15,60,0,1
12307,1,48,3,139.206,8,65,0,1
9700,1,3,17,147.45,19,65,0,1
13708,0,46,28,28.203,8,66,0,1
7896,0,66,2,183.115,20,64,1,3
15877,0,29,8,176.209,2,68,0,1
1836,1,95,10,89.44,19,64,1,1
12963,1,77,11,110.242,23,62,0,1
15850,0,36,20,161.108,16,60,2,1
9579,1,11,19,226.81,20,68,0,1
14353,1,13,29,208.184,2,66,1,2
14397,1,95,8,138.83,7,65,2,2
605,1,39,30,179.228,12,64,0,2
12025,1,7,13,54.194,2,65,2,2
15160,0,40,13,85.171,5,61,2,1
9433,0,37,27,41.225,19,67,1,1
15251,0,10,20,124.92,21,62,2,2
3457,1,15,9,122.174,18,68,1,3
12896,1,7,26,158.75,17,60,1,1
2663,1,46,14,203.167,5,65,2,1
7906,1,57,28,201.136,6,66,1,1
10666,0,65,28,46.238,13,68,0,1
1312,1,37,28,48.241,10,60,0,1
6239,1,44,8,17.231,8,65,1,2
4665,1,89,12,60.135,16,69,1,1
10344,1,5,9,247.182,9,60,0,2
5788,1,66,28,236.202,6,61,0,1
10149,1,36,2,39.188,18,61,2,1
17606,0,98,4,52.54,15,66,1,1
5280,1,16,26,3.102,0,66,2,1
10974,1,9,16,35.21,23,62,1,1
13634,1,5,6,66.16,6,64,0,1
6538,1,42,13,80.177,23,60,0,1
13543,1,39,9,200.25,6,69,2,2
2140,0,98,11,58.187,18,66,2,1
580,1,18,22,131.105,20,60,0,1
1486,1,5,31,199.123,20,60,1,1
3801,0,7,24,90.214,12,65,0,1
11436,1,82,16,177.145,6,67,0,2
4931,1,19,25,57.193,21,67,1,1
12647,1,32,13,36.178,12,67,0,1
5967,1,66,13,231.236,9,68,0,1
14600,1,58,27,53.154,14,66,1,1
4569,1,61,32,0.37,13,66,0,1
12842,0,27,6,48.12,6,64,0,1
12611,1,68,28,91.47,11,65,2,2
8081,0,51,27,241.246,2,67,2,1
4701,1,46,7,142.219,6,63,1,1
3759,1,38,18,74.59,3,68,1,1
10950,1,51,9,127.205,9,65,2,1
5718,0,78,24,193.218,11,64,0,1
14569,1,50,28,250.5,12,69,0,1
1909,1,75,5,180.35,6,62,1,1
3601,1,18,30,115.23,18,69,1,1
13548,1,62,32,144.158,16,65,0,1
6994,0,53,4,26.18,12,69,2,2
3079,1,69,17,79.46,4,69,0,2
14339,1,49,30,23.191,10,61,1,1
12329,1,10,10,147.179,12,63,0,1
13743,1,36,28,30.6,17,65,2,1
6162,1,50,30,128.158,7,62,1,1
3604,1,99,12,86.89,3,62,1,1
7900,1,59,7,93.12,4,60,2,1
5236,1,99,8,165.206,0,67,2,2
2348,1,12,3,59.222,9,66,1,1
12537,1,78,33,153.174,23,61,0,1
15764,0,48,22,195.8,16,64,0,1
9264,1,74,7,34.91,17,69,1,1
11822,1,28,5,182.245,21,62,0,1
4146,0,98,23,17.62,18,66,2,1
5708,1,94,20,166.74,8,64,1,2
152,1,2,24,41.26,6,63,1,1
12358,1,60,10,6.74,7,64,1,1
10232,0,97,22,174.198,16,69,2,2
2487,1,80,28,113.11,8,61,2,2
12760,1,26,14,12.2,17,64,0,2
5416,0,67,9,33.185,15,61,1,1
7527,1,96,14,11.31,18,61,1,1
5171,1,61,31,159.91,15,67,2,2
2962,1,1,10,105.217,22,65,1,2
896,1,60,10,177.161,5,65,0,1
7272,1,20,11,214.232,16,61,0,1
101,1,41,27,129.203,18,68,2,1
14903,0,28,13,95.121,4,62,0,1
13407,0,72,18,127.205,2,68,0,1
17205,0,69,33,1.137,20,64,1,1
19706,0,86,2,185.6,4,64,0,1
14593,1,39,26,216.7,19,63,1,2
8780,1,78,6,64.91,15,65,1,1
15033,0,80,28,95.227,20,65,1,1
2827,1,40,6,33.106,20,62,1,1
14358,1,70,27,117.112,5,66,2,1
7057,1,64,29,57.14,7,67,1,2
13523,0,84,10,137.22,14,60,0,1
9592,1,73,29,193.219,14,67,0,2
7717,1,48,25,61.79,2,64,1,2
14576,0,27,17,7.201,8,62,0,1
6294,1,65,5,172.193,18,68,2,1
13801,1,4,9,46.54,6,62,1,1
12190,1,67,16,25.176,20,66,0,1
6661,1,70,2,78.5,17,69,0,1
8224,0,21,17,219.246,13,65,0,1
6502,1,72,2,43.99,20,60,0,1
11211,0,68,13,76.18,13,60,1,1
17899,0,13,7,5.229,17,68,0,1
7173,1,74,13,32.83,2,64,2,1
14808,1,79,26,89.192,17,60,0,1
715,1,23,27,1.176,21,67,1,1
9726,0,21,31,92.24,22,67,0,2
2171,0,26,5,63.243,13,61,1,1
14810,0,79,21,230.167,0,69,0,1
18451,0,4,29,24.242,12,65,1,1
10533,0,33,23,134.103,7,69,1,1
10789,0,100,20,21.61,6,66,0,1
13596,1,99,5,183.162,1,66,2,1
297,1,56,15,22.47,3,69,2,1
7496,1,68,16,216.63,13,65,2,1
4500,1,86,19,242.191,1,65,0,1
12671,1,35,19,145.103,14,68,2,1
12708,1,8,22,120.214,17,61,1,1
5698,1,55,26,53.51,6,60,0,1
9674,1,60,32,227.1,23,61,2,1
7523,1,82,15,53.55,14,68,0,2
4228,0,10,18,10.52,1,64,0,1
6056,1,21,32,209.25,9,67,0,1
10614,1,57,7,167.188,23,61,2,1
7946,1,1,17,108.82,5,65,2,1
11349,1,11,31,159.226,20,60,2,1
4855,1,63,28,110.15,3,60,1,1
8635,1,36,1,73.78,18,68,1,1
3174,1,61,8,171.17,4,66,1,1
16185,0,14,1,59.1,6,62,2,2
1998,1,49,17,81.193,15,61,0,1
3564,1,25,25,43.224,4,68,1,1
13108,1,57,1,188.1,9,69,0,1
9526,1,85,16,196.184,19,65,1,2
5453,1,63,14,25.15,6,66,1,1
14832,0,45,9,29.114,18,67,0,1
12191,1,60,2,254.186,17,68,1,2
1928,1,5,7,206.89,11,66,2,1
1887,0,39,20,97.246,4,63,0,1
9577,1,51,15,199.137,21,61,1,2
12057,1,32,28,6.108,6,68,2,1
5993,1,4,20,52.5,1,63,0,1
1011,1,21,14,52.9,12,60,0,1
6624,1,21,6,207.83,19,61,2,1
4212,1,65,14,27.195,0,68,2,2
3333,0,27,24,245.212,19,69,1,1
4453,0,29,11,11.47,15,68,0,1
1442,1,33,19,208.223,13,66,2,1
1365,1,4,18,132.247,22,68,2,1
8204,1,33,23,100.123,1,60,0,1
19798,0,65,33,244.216,20,68,1,1
10628,1,82,10,213.73,4,60,0,3
10050,1,32,15,60.18,7,61,0,1
8699,1,82,29,139.214,10,64,2,1
4444,1,80,3,167.106,10,69,1,1
5297,1,92,12,1.37,12,65,2,1
4599,1,61,11,194.86,13,66,0,1
10082,1,88,29,234.142,9,65,2,1
12661,1,57,8,148.152,6,65,1,1
6652,0,42,4,226.123,6,66,2,1
3648,0,24,16,18.177,14,62,0,2
13141,1,55,19,41.118,5,69,1,1
13220,1,77,9,191.25,6,60,0,1
12269,1,17,32,93.228,19,62,0,1
2960,0,81,20,9.211,13,61,2,1
3151,1,32,19,69.175,4,69,1,1
13852,1,54,14,15.245,23,65,1,2
8667,1,48,11,152.125,22,65,1,1
14985,1,31,32,163.98,3,66,2,1
9093,1,40,15,162.9,11,68,2,2
10213,1,83,25,193.5,7,69,0,1
1186,0,67,9,173.221,7,68,1,1
1741,0,25,15,76.118,1,63,2,1
6878,1,31,26,185.112,9,61,0,2
13789,1,62,25,80.203,8,69,1,1
19713,0,49,28,16.119,0,64,2,2
9449,1,33,9,185.228,17,60,0,1
3246,1,39,17,3.89,6,64,2,2
3434,1,18,9,119.222,13,63,2,1
16258,0,39,13,196.76,12,63,1,1
2377,1,58,16,25.212,21,60,0,1
10443,1,47,20,120.99,6,66,0,2
12078,1,98,4,214.131,15,65,2,1
1754,1,34,28,60.128,0,68,2,1
3429,1,8,26,196.182,19,62,0,2
11438,1,28,27,163.228,15,64,1,1
11858,0,98,33,148.165,15,69,1,1
18853,0,15,27,24.17,11,67,1,1
1234,1,25,1,113.226,0,61,1,1
10257,1,38,8,114.164,6,63,1,2
1341,1,78,11,204.5,13,60,2,1
11719,1,4,23,119.232,0,68,0,1
10406,1,97,1,3.221,9,66,0,1
11037,1,1,14,202.11,12,69,1,1
5052,0,70,5,20.153,7,66,0,1
33,1,82,26,9.57,0,62,0,1
5572,1,9,25,246.3,23,65,0,1
12897,1,42,29,134.231,10,66,0,2
3236,1,34,12,246.64,15,61,0,2
8717,1,83,5,0.16,9,60,2,1
4412,1,55,1,86.187,4,66,0,2
2838,1,27,18,95.13,15,69,0,2
5361,1,26,32,11.147,13,67,0,1
9061,1,9,18,140.116,17,65,0,1
14231,1,21,27,166.95,21,61,0,1
12299,1,30,19,250.251,13,65,2,1
10081,0,2,32,124.231,13,66,0,2
16988,0,23,5,46.157,1,62,1,1
1266,1,60,1,99.158,17,61,0,1
13697,1,3,3,151.21,8,69,2,1
2703,0,88,32,252.172,8,69,0,1
14658,0,54,13,18.17,23,67,1,1
4537,1,47,26,71.54,3,65,0,1
8991,0,75,17,35.158,9,60,1,1
3587,0,64,33,112.3,22,69,1,1
16649,0,20,13,113.223,7,68,1,1
1951,0,66,9,173.233,5,67,1,1
7071,1,55,3,11.122,5,66,0,1
14359,1,5,10,135.13,21,60,1,1
4079,1,29,27,233.239,6,69,0,1
397,1,4,29,179.174,11,60,2,1
14529,1,50,24,142.234,20,69,1,1
6909,1,82,30,224.3,21,65,1,1
10734,1,94,20,60.127,1,61,1,1
4577,0,82,6,210.65,1,68,2,1
3213,0,23,1,115.8,8,64,1,2
481,1,78,28,1.85,4,61,1,1
7065,1,60,8,185.1,11,68,0,1
217,1,9,19,42.199,21,63,0,1
4243,1,93,4,158.37,14,63,2,1
6855,1,42,32,232.9,0,65,1,1
5198,1,94,13,81.186,20,63,1,2
731,1,75,27,156.221,10,62,2,1
6085,0,63,28,124.225,0,62,1,1
12788,0,63,8,140.17,3,62,0,1
15397,0,36,17,45.253,5,62,2,1
7798,1,32,16,160.235,23,60,2,1
11134,1,87,5,39.128,23,60,1,1
14657,1,65,9,43.121,10,69,2,1
476,1,76,24,128.2,17,65,0,1
6570,0,10,2,167.139,14,67,1,1
17605,0,38,4,193.204,16,63,1,1
3457,0,8,28,242.83,0,66,2,2
14350,0,21,1,157.25,5,63,2,1
18760,0,96,32,129.75,15,68,1,1
5820,1,34,22,33.109,11,66,0,2
1002,1,98,1,116.27,4,69,1,1
11418,1,34,2,245.136,7,64,2,1
9032,1,89,13,30.158,5,61,2,1
19170,0,28,1,201.2,1,60,0,2
3702,0,11,31,7.214,1,61,2,1
717,1,93,7,227.16,21,67,2,2
3213,1,99,27,76.65,6,61,0,1
7576,0,99,30,18.57,20,64,0,1
4096,0,19,23,218.221,7,61,1,3
5450,0,95,23,108.85,6,60,2,1
12554,0,20,30,86.235,4,67,2,1
13528,0,60,14,196.191,12,62,1,1
11492,1,5,10,53.71,18,62,2,2
13733,1,32,12,28.118,21,64,1,1
14650,1,42,4,78.16,23,67,0,1
11613,1,19,26,184.66,8,67,2,1
7111,1,79,26,146.36,1,62,0,1
19390,0,71,19,136.16,19,65,2,1
1525,0,51,7,12.52,19,65,2,1
4951,1,58,21,134.191,7,61,0,1
8209,1,76,12,68.236,1,67,1,1
1791,0,52,13,61.225,7,67,2,1
3271,0,21,25,8.107,20,68,1,1
1930,1,24,21,240.232,14,64,2,1
9752,0,53,29,121.74,16,67,0,1
13284,1,2,14,170.156,6,68,1,1
2612,1,33,13,139.207,4,68,0,1
13924,0,3,22,130.237,3,66,1,1
2550,1,34,24,228.111,12,67,2,2
7636,1,4,9,122.71,8,67,2,1
8891,1,2,30,184.6,8,62,2,2
4189,1,96,5,192.61,23,60,2,1
3117,1,57,5,161.24,0,68,0,1
19269,0,39,26,202.231,17,66,1,1
8917,1,48,24,151.195,5,61,1,1
10025,0,6,4,247.12,23,68,0,1
12265,1,36,2,167.102,22,66,1,2
17162,0,28,25,38.196,12,60,2,2
7838,1,16,2,152.226,17,62,2,1
10255,1,100,25,50.18,12,62,0,1
12384,1,24,25,59.146,8,60,0,5
6276,1,68,18,158.73,10,65,0,2
11968,0,65,6,147.56,15,69,1,1
5357,1,43,21,111.41,1,69,1,1
7142,0,94,2,26.185,11,63,0,1
192,1,20,4,174.16,19,67,0,2
4128,1,9,19,107.5,2,68,1,1
14892,1,81,29,0.147,15,62,1,1
7826,1,20,27,102.213,5,69,1,1
9348,1,81,4,47.143,5,61,0,1
7470,0,68,18,78.157,22,67,1,3
5909,0,36,13,233.251,6,64,2,1
9344,0,31,1,156.138,3,60,2,2
5168,1,51,11,129.111,17,69,0,1
10466,1,71,21,142.18,0,62,0,2
5869,1,23,15,179.62,20,69,0,2
1265,1,9,9,28.245,23,64,2,1
9174,1,34,9,38.171,13,60,2,2
12972,0,47,26,237.96,22,66,1,1
12021,0,43,32,235.216,19,62,1,1
12138,1,53,29,224.134,8,61,1,1
4589,0,49,8,235.2,7,64,2,1
3360,1,99,11,188.251,0,60,2,1
3931,0,72,6,122.216,17,65,1,1
15486,0,82,30,76.172,7,63,2,1
8300,0,21,33,37.231,6,64,1,1
8947,1,38,16,173.2,3,64,0,1
1172,1,91,10,200.248,17,65,1,1
5084,1,85,12,37.159,11,67,0,1
8619,1,79,7,249.8,9,65,1,1
12711,1,69,15,227.21,23,69,0,2
9396,1,26,31,44.13,23,63,0,1
18012,0,57,32,130.33,0,69,2,1
11626,1,27,25,176.249,14,67,0,1
10887,1,62,23,228.143,12,65,1,1
5581,0,3,17,49.156,9,69,0,1
7165,1,28,9,246.6,1,61,2,1
613,1,1,32,168.182,15,64,0,1
2702,1,66,16,96.71,16,66,1,1
13858,1,54,12,47.74,21,62,0,1
9525,1,14,3,233.103,12,60,1,2
17408,0,50,25,92.127,8,66,1,1
19256,0,86,25,57.45,17,65,2,1
14715,1,84,20,69.16,12,67,0,1
18912,0,76,11,191.206,2,65,0,1
